Column1;Column2
"        return query.isEmpty() == false;
    }

    @Override
    public boolean isUsingFieldLevelSecurity() {
        return fieldSecurity.stream().anyMatch(FieldSecurity::isUsingFieldLevelSecurity);
    }

    @Override
    public boolean equals(Object o) {
        if (this == o) {
";NP_UNWRITTEN_FIELD
"        public static ShardCounts fromXContent(XContentParser parser) throws IOException {
            return PARSER.parse(parser, null);
        }

        public boolean equals(ShardCounts other) {
            if (other != null) {
                return
                    other.total == this.total &&
                    other.successful == this.successful &&
                    other.failed == this.failed;
            } else {
";HE_EQUALS_USE_HASHCODE
"    /**
     * @return The IDs of the actions to be acked. If omitted,
     * all actions for the given watch will be acknowledged.
     */
    public String[] getActionIds() {
        return actionIds;
    }

    @Override
    public String toString() {
        StringBuilder sb = new StringBuilder(""ack ["").append(watchId).append(""]"");
";EI_EXPOSE_REP
"    }

    @Override
    public int hashCode() {
        return Objects.hash(ackStatus, lastExecution, lastSuccessfulExecution, lastThrottle);
    }

    public static ActionStatus parse(String actionId, XContentParser parser) throws IOException {
        AckStatus ackStatus = null;
        Execution lastExecution = null;
        Execution lastSuccessfulExecution = null;
";SF_SWITCH_NO_DEFAULT
"        if (this == o) return true;
        if (o == null || getClass() != o.getClass()) return false;
        QueuedWatch that = (QueuedWatch) o;
        return Objects.equals(watchId, that.watchId) &&
            Objects.equals(watchRecordId, that.watchRecordId) &&
            Objects.equals(triggeredTime, that.triggeredTime) &&
            Objects.equals(executionTime, that.executionTime);
    }

    @Override
    public int hashCode() {
";EQ_UNUSUAL
"null
null
null
null
null
null
null
null
null
null
null
";SF_SWITCH_NO_DEFAULT
"        if (this == o) return true;
        if (o == null || getClass() != o.getClass()) return false;
        WatchExecutionSnapshot that = (WatchExecutionSnapshot) o;
        return Objects.equals(watchId, that.watchId) &&
            Objects.equals(watchRecordId, that.watchRecordId) &&
            Objects.equals(triggeredTime, that.triggeredTime) &&
            Objects.equals(executionTime, that.executionTime) &&
            phase == that.phase &&
            Arrays.equals(executedActions, that.executedActions) &&
            Arrays.equals(executionStackTrace, that.executionStackTrace);
    }
";EQ_UNUSUAL
"        public int hashCode() {
            return Objects.hash(key, value);
        }

        @Override
        public boolean equals(Object obj) {
            if (obj == null) {
                return false;
            }
            if (getClass() != obj.getClass()) {
                return false;
";EQ_UNUSUAL
" * A cli tool for managing secrets in the elasticsearch keystore.
 */
public class KeyStoreCli extends LoggingAwareMultiCommand {

    private KeyStoreCli() {
        super(""A tool for managing settings stored in the elasticsearch keystore"");
        subcommands.put(""create"", new CreateKeyStoreCommand());
        subcommands.put(""list"", new ListKeyStoreCommand());
        subcommands.put(""add"", new AddStringKeyStoreCommand());
        subcommands.put(""add-file"", new AddFileKeyStoreCommand());
        subcommands.put(""remove"", new RemoveSettingKeyStoreCommand());
";NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD
"     *
     * @param userDefinedJvmOptions A list of JVM options that have been defined by the user.
     * @return A list of additional JVM options to set.
     */
    static List<String> choose(final List<String> userDefinedJvmOptions) throws InterruptedException, IOException {
        final List<String> ergonomicChoices = new ArrayList<>();
        final Map<String, Optional<String>> finalJvmOptions = finalJvmOptions(userDefinedJvmOptions);
        final long heapSize = extractHeapSize(finalJvmOptions);
        final Map<String, String> systemProperties = extractSystemProperties(userDefinedJvmOptions);
        if (systemProperties.containsKey(""io.netty.allocator.type"") == false) {
            if (heapSize <= 1 << 30) {
";DLS_DEAD_LOCAL_STORE
"public class PluginCli extends LoggingAwareMultiCommand {

    private final Collection<Command> commands;

    private PluginCli() {
        super(""A tool for managing installed elasticsearch plugins"");
        subcommands.put(""list"", new ListPluginsCommand());
        subcommands.put(""install"", new InstallPluginCommand());
        subcommands.put(""remove"", new RemovePluginCommand());
        commands = Collections.unmodifiableCollection(subcommands.values());
    }
";NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD
"            super(System.lineSeparator());
        }

        @SuppressForbidden(reason = ""Writer for System.out"")
        private static PrintWriter newWriter() {
            return new PrintWriter(System.out);
        }

        @Override
        public PrintWriter getWriter() {
            return WRITER;
";DM_DEFAULT_ENCODING
"     * @return array of URLs
     * @throws IllegalStateException if the classpath contains empty elements
     */
    @SuppressForbidden(reason = ""resolves against CWD because that is how classpaths work"")
    static Set<URL> parseClassPath(String classPath) {
        String pathSeparator = System.getProperty(""path.separator"");
        String fileSeparator = System.getProperty(""file.separator"");
        String elements[] = classPath.split(pathSeparator);
        Set<URL> urlElements = new LinkedHashSet<>(); // order is already lost, but some filesystems have it
        for (String element : elements) {
            // Technically empty classpath element behaves like CWD.
";DMI_COLLECTION_OF_URLS
"            return order;
        }

        @Override
        public int compareTo(AppendValue o) {
            return Integer.compare(this.order, o.getOrder());
        }
    }

    /**
     * A result that needs to be converted to a key/value reference
";EQ_COMPARETO_USE_OBJECT_EQUALS
"
    public Line(double[] lats, double[] lons) {
        this(lats, lons, null);
    }

    public Line(double[] lats, double[] lons, double[] alts) {
        this.lats = lats;
        this.lons = lons;
        this.alts = alts;
        if (lats == null) {
            throw new IllegalArgumentException(""lats must not be null"");
";EI_EXPOSE_REP2
"     * @param dx      delta of the first grid coordinate (must be -1, 0 or +1)
     * @param dy      delta of the second grid coordinate (must be -1, 0 or +1)
     * @return geohash of the defined cell
     */
    public static final String getNeighbor(String geohash, int level, int dx, int dy) {
        int cell = BASE_32_STRING.indexOf(geohash.charAt(level -1));

        // Decoding the Geohash bit pattern to determine grid coordinates
        int x0 = cell & 1;  // first bit of x
        int y0 = cell & 2;  // first bit of y
        int x1 = cell & 4;  // second bit of x
";IM_BAD_CHECK_FOR_ODD
"    private final ByteBuffer[] buffers;
    private final int[] offsets;
    private final int length;
    private int internalIndex;

    public FlushOperation(ByteBuffer[] buffers, BiConsumer<Void, Exception> listener) {
        this.listener = listener;
        this.buffers = buffers;
        this.offsets = new int[buffers.length];
        int offset = 0;
        for (int i = 0; i < buffers.length; i++) {
";EI_EXPOSE_REP2
"
    private final SocketChannelContext channelContext;
    private final ByteBuffer[] buffers;

    public FlushReadyWrite(SocketChannelContext channelContext, ByteBuffer[] buffers, BiConsumer<Void, Exception> listener) {
        super(buffers, listener);
        this.channelContext = channelContext;
        this.buffers = buffers;
    }

    @Override
";EI_EXPOSE_REP2
"            ExceptionsHelper.rethrowAndSuppress(closingExceptions);
        }
    }

    public void ensureCapacity(long requiredCapacity) {
        if (isClosed.get()) {
            throw new IllegalStateException(""Cannot allocate new pages if the buffer is closed."");
        }
        if (capacity < requiredCapacity) {
            int numPages = numPages(requiredCapacity + offset);
            int pagesToAdd = numPages - pages.size();
";ICAST_INTEGER_MULTIPLY_CAST_TO_LONG
